1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
955.334145,883.635633,955.837887,1061.691129,985.543858,1095.578777,1006.145988,1270.147946,2075.45127,3467.074992,3669.181338,3579.814338,3315.099762,2828.497875,3093.446637,3373.551681,2637.827039,1830.019313,1313.19034,1088.327742,1122.524883,1108.785785,1153.241531,1089.577301
