1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
23.9177556,22.1783016,15.2821884,1.8002448,0.4306236,36.3698424,218.3519556,613.3889676,1279.780097,2338.670159,3689.858628,4868.018712,5662.153944,6002.833359,5682.186897,5085.502344,3942.5133,2514.83725,1067.863326,218.3368476,23.4392808,22.5483504,25.1880444,26.024172
