1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3184.447149,2945.45211,3186.126289,3538.97043,3285.146193,3651.929258,3353.819961,4233.826486,6918.1709,11556.91664,12230.60446,11932.71446,11050.33254,9428.32625,10311.48879,11245.17227,8792.756796,6100.064376,4377.301133,3627.759141,3741.74961,3695.952617,3844.138437,3631.924336
