,0
1,0.0
2,0.0
3,2500.0
4,0.0
5,1262.8865979381449
6,2500.0
7,2500.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,2500.0
14,2500.0
15,2500.0
16,344.06636400000116
17,184.250778000001
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,2500.0
24,1623.7113402061855
