,0
1,12524.65276
2,9790.006356000005
3,10047.920817999999
4,10434.469818000003
5,12684.069634
6,10461.004652000007
7,12207.940072000005
8,7563.240664938141
9,7318.720658
10,9310.241243
11,505.9578929999989
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,5036.473543
18,5912.9712520000085
19,0.0
20,0.0
21,9268.06711341256
22,10539.581741000013
23,12304.87966620619
24,12966.863906000004
