,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,758.9904729999998
9,1441.0095270000002
10,2500.0
11,2500.0
12,2500.0
13,0.0
14,0.0
15,0.0
16,2036.1265076444004
17,0.0
18,0.0
19,423.30423500000006
20,906.380369
21,0.0
22,0.0
23,0.0
24,0.0
