,import_price,export_price,grid_import_ph1,grid_import_ph2,grid_import_ph3,grid_export_ph1,grid_export_ph2,grid_export_ph3,grid_import_ph1*import_price,grid_import_ph2*import_price,grid_import_ph3*import_price,total_grid_import*import_price,grid_export_ph1*export_price,grid_export_ph2*export_price,grid_export_ph3*export_price,total_grid_export*export_price
1,0.0901,0.08,935.402682,1041.5509200000001,1147.6991580000001,0.0,0.0,0.0,84.2797816482,93.84373789200001,103.40769413580001,281.531213676,0.0,0.0,0.0,0.0
2,0.0901,0.08,865.153715,963.335452,1061.5171890000001,0.0,0.0,0.0,77.9503497215,86.7965242252,95.64269872890002,260.38957267560005,0.0,0.0,0.0,0.0
3,0.0901,0.08,943.1027300000001,1049.3069389999998,1155.511149,0.0,0.0,0.0,84.973555973,94.54255520389998,104.11155452489999,283.62766570179997,0.0,0.0,0.0,0.0
4,0.0901,0.08,1060.190925,1178.156606,1296.1222870000001,0.0,0.0,0.0,95.52320234250001,106.1519102006,116.78061805870001,318.45573060180004,0.0,0.0,0.0,0.0
5,0.0901,0.08,985.185005,1094.6898780000001,1204.194751,0.0,0.0,0.0,88.7651689505,98.63155800780001,108.49794706509999,295.8946740234,0.0,0.0,0.0,0.0
6,0.0901,0.08,1065.270575,1187.001551,1308.732526,0.0,0.0,0.0,95.9808788075,106.9488397451,117.9168005926,320.8465191452,0.0,0.0,0.0,0.0
7,0.0901,0.08,824.186025,935.980024,1047.774023,0.0,0.0,0.0,74.2591608525,84.3318001624,94.4044394723,252.99540048720002,0.0,0.0,0.0,0.0
8,0.0901,0.08,6900.0,900.1180220000001,1041.245572,0.0,0.0,0.0,621.6899999999999,81.1006337822,93.8162260372,796.6068598193999,0.0,0.0,0.0,0.0
9,0.1558,0.08,6900.0,1239.573553,1470.179249,0.0,0.0,0.0,1075.02,193.12555955739998,229.0539269942,1497.1994865516,0.0,0.0,0.0,0.0
10,0.1558,0.08,6900.0,1903.413748,2288.6443019999997,0.0,0.0,0.0,1075.02,296.55186193839995,356.57078225159995,1728.1426441899998,0.0,0.0,0.0,0.0
11,0.2232,0.08,0.0,1001.985964,1409.6727799999999,0.0,0.0,0.0,0.0,223.6432671648,314.63896449599997,538.2822316608,0.0,0.0,0.0,0.0
12,0.2232,0.08,0.0,0.0,318.6463749999998,476.8679219999999,79.11077299999988,0.0,0.0,0.0,71.12187089999996,71.12187089999996,38.149433759999994,6.32886183999999,0.0,44.47829559999998
13,0.1558,0.08,0.0,0.0,0.0,1403.3618580000002,1035.01744,666.673022,0.0,0.0,0.0,0.0,112.26894864000002,82.8013952,53.33384176,248.4041856
14,0.1558,0.08,0.0,0.0,0.0,2173.8632580000003,1859.5857160000005,1545.3081750000001,0.0,0.0,0.0,0.0,173.90906064000004,148.76685728000004,123.624654,446.3005719200001
15,0.1558,0.08,4544.229812032792,0.0,0.0,0.0,1297.9928169999998,954.2765239999999,707.991004714709,0.0,0.0,707.991004714709,0.0,103.83942535999999,76.34212192,180.18154728
16,0.1558,0.08,6035.633061000001,0.0,0.0,0.0,489.52786300000025,114.68878800000039,940.3516309038001,0.0,0.0,940.3516309038001,0.0,39.16222904000002,9.175103040000032,48.33733208000005
17,0.1558,0.08,1652.3992879999996,0.0,0.0,0.0,354.50881900000013,61.41692600000033,257.44380907039994,0.0,0.0,257.44380907039994,0.0,28.36070552000001,4.913354080000026,33.27405960000004
18,0.1558,0.08,2034.3216049999999,0.0,140.9925629999998,0.0,62.34291600000006,0.0,316.94730605899997,0.0,21.966641315399965,338.9139473743999,0.0,4.987433280000005,0.0,4.987433280000005
19,0.2232,0.08,423.30423500000006,569.214273,715.1243099999999,0.0,0.0,0.0,94.48150525200002,127.04862573360002,159.615745992,381.14587697760004,0.0,0.0,0.0,0.0
20,0.2232,0.08,906.380369,1027.305674,1148.230979,0.0,0.0,0.0,202.3040983608,229.2946264368,256.2851545128,687.8838793104,0.0,0.0,0.0,0.0
21,0.1558,0.08,1102.9921490000002,1227.7171360000002,1352.442123,0.0,0.0,0.0,171.84617681420002,191.27832978880002,210.7104827634,573.8349893664,0.0,0.0,0.0,0.0
22,0.1558,0.08,1089.9954930000001,1213.1939140000002,1336.3923340000001,0.0,0.0,0.0,169.82129780940002,189.0156118012,208.2099256372,567.0468352478001,0.0,0.0,0.0,0.0
23,0.0901,0.08,1132.2514939999999,1260.389442,1388.52739,0.0,0.0,0.0,102.01585960939998,113.56108872419999,125.106317839,340.6832661726,0.0,0.0,0.0,0.0
24,0.0901,0.08,1067.890491,1188.954635,1310.01878,0.0,0.0,0.0,96.21693323910002,107.1248126135,118.03269207800001,321.37443793060004,0.0,0.0,0.0,0.0
