,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2500.0
10,0.0
11,2500.0
12,2062.6676799999987
13,0.0
14,0.0
15,0.0
16,0.0
17,634.1895020000002
18,2500.0
19,1707.6428179999998
20,2500.0
21,0.0
22,0.0
23,0.0
24,0.0
