,0
1,0.0
2,0.0
3,0.0
4,2500.0
5,0.0
6,1262.8865979381428
7,2500.0
8,2500.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,2500.000000000002
18,2500.0000000000014
19,0.0
20,0.0
21,0.0
22,0.0
23,1623.7113402061814
24,2500.0000000000036
