,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,3.637978807091713e-12
8,0.0
9,0.0
10,0.0
11,0.0
12,237.33232000000135
13,5009.552320000002
14,8078.757149000001
15,6393.978450999999
16,1468.583590000002
17,0.0
18,0.0
19,7692.357182000002
20,6318.082978000002
21,1.8189894035458565e-12
22,0.0
23,0.0
24,0.0
