,0
1,3124.65276
2,4152.892953938144
3,5647.920818
4,6034.469818
5,3284.0696340000004
6,3561.0046519999996
7,5307.940071999999
8,7867.666175017335
9,7943.086135333333
10,9425.391383333334
11,1223.060446
12,0.0
13,0.0
14,0.0
15,0.0
16,5615.944689651231
17,6900.000000000001
18,2299.9999999999995
19,0.0
20,581.9170220000001
21,1183.1514080000006
22,1139.5817410000006
23,6281.168325999999
24,5190.5752462061855
