,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,6491.393078970719
8,6900.0
9,6900.0
10,6900.0
11,6900.0
12,6900.0
13,2300.0
14,2300.0
15,6900.0
16,6900.0
17,6900.0
18,6900.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
