,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,79.11077299999988
13,2070.03488
14,3719.1714330000004
15,2252.2693409999997
16,604.2166510000006
17,415.92574500000046
18,62.34291600000006
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
