,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2946.32658104568,2534.7064118475205,1912.6024118475202,1912.6024118475202,1644.2080000000003,1644.2080000000003,1644.2080000000003,1022.1040000000002,814.7360000000001,607.368,400.0,400.0,400.0,400.0,400.0,400.0,400.0
