,0
1,5774.28502124569
2,9790.006356000002
3,12547.920818000002
4,10434.469818000001
5,10184.069634000001
6,12961.004652000001
7,9707.940072000001
8,4125.0538225531955
9,1218.7206580000002
10,3210.2412429999995
11,505.9578929999989
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,11781.596445885214
24,12966.863906000006
