,0
1,2649.6322612456897
2,6900.000000000002
3,6900.000000000002
4,6900.000000000002
5,6900.000000000002
6,6900.000000000002
7,6900.000000000002
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,6900.000000000002
24,6900.000000000002
