,0
1,3124.65276
2,2890.0063560000003
3,3147.9208179999996
4,3534.4698180000005
5,3284.0696339999995
6,3561.004652
7,2807.9400720000003
8,9600.354067000002
9,7225.98056912418
10,5710.2412429999995
11,0.0
12,0.0
13,0.0
14,0.0
15,3006.021549000003
16,5431.41641
17,5836.473543
18,6712.971252000001
19,1707.6428179999998
20,3081.9170219999996
21,3683.1514079999997
22,3639.581741
23,3781.1683259999995
24,3566.863906
