,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,476.8679219999999
13,1403.3618580000002
14,2173.8632580000003
15,4141.78838046362
16,0.0
17,0.0
18,3.637978807091713e-12
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
