,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,2500.0
12,0.0
13,2500.0
14,2500.0
15,2199.999999999998
16,0.0
17,0.0
18,0.0
19,2204.499999999999
20,2500.0
21,0.0
22,0.0
23,0.0
24,0.0
